embinsert,kloterinsert,flightnoinsert,originsert,registerinsert,destinsert,depdateinsert,etdinsert,arrdateinsert,etainsert,actypeinsert
JKT,001,7501,CGK,PK-GIH,MED,10062025,1715,11062025,0300,773
JKT,001,7601,MED,PK-GIH,HYD,11062025,0500,11062025,1055,773
JKT,001,7601,HYD,PK-GIH,CGK,11062025,1155,11062025,1740,773
JKT,002,7502,CGK,PK-GIH,MED,11062025,1315,11062025,2300,773
JKT,002,7602,MED,PK-GIH,HYD,12062025,0100,12062025,0655,773
JKT,002,7602,HYD,PK-GIH,CGK,12062025,0755,12062025,1340,773
JKT,003,7503,CGK,PK-GIH,JED,11062025,1805,12062025,0400,773
JKT,003,7603,JED,PK-GIH,CGK,12062025,0600,12062025,1615,773
JKT,004,7504,CGK,PK-GIH,MED,12062025,0015,12062025,1000,773
JKT,004,7604,MED,PK-GIH,HYD,12062025,1200,12062025,1755,773
JKT,004,7604,HYD,PK-GIH,CGK,12062025,1855,13062025,0040,773
JKT,005,7505,CGK,PK-GIH,JED,12062025,1905,13062025,0500,773
JKT,005,7605,JED,PK-GIH,CGK,13062025,0700,13062025,1715,773
JKT,006,7506,CGK,PK-GIH,MED,12062025,2315,13062025,0900,773
JKT,006,7606,MED,PK-GIH,HYD,13062025,1100,13062025,1655,773
JKT,006,7606,HYD,PK-GIH,CGK,13062025,1755,13062025,2340,773
JKT,007,7507,CGK,PK-GIH,MED,13062025,0415,13062025,1400,773
JKT,007,7607,MED,PK-GIH,HYD,13062025,1600,13062025,2155,773
JKT,007,7607,HYD,PK-GIH,CGK,13062025,2255,14062025,0440,773
JKT,008,7508,CGK,PK-GIH,MED,14062025,0015,14062025,1000,773
JKT,008,7608,MED,PK-GIH,HYD,14062025,1200,14062025,1755,773
JKT,008,7608,HYD,PK-GIH,CGK,14062025,1855,15062025,0040,773
JKT,009,7509,CGK,PK-GIH,MED,14062025,0415,14062025,1400,773
JKT,009,7609,MED,PK-GIH,HYD,14062025,1600,14062025,2155,773
JKT,009,7609,HYD,PK-GIH,CGK,14062025,2255,15062025,0440,773
JKT,010,7510,CGK,PK-GIH,MED,14062025,0825,14062025,1810,773
JKT,010,7610,MED,PK-GIH,HYD,14062025,1950,15062025,0145,773
JKT,010,7610,HYD,PK-GIH,CGK,15062025,0245,15062025,0830,773
JKT,011,7511,CGK,PK-GIH,MED,15062025,0415,15062025,1400,773
JKT,011,7611,MED,PK-GIH,HYD,15062025,1600,15062025,2155,773
JKT,011,7611,HYD,PK-GIH,CGK,15062025,2255,16062025,0440,773
JKT,012,7512,CGK,PK-GIH,JED,15062025,0805,15062025,1800,773
JKT,012,7612,JED,PK-GIH,CGK,15062025,2000,16062025,0615,773
JKT,013,7513,CGK,PK-GIH,MED,15062025,1145,15062025,2130,773
JKT,013,7613,MED,PK-GIH,HYD,15062025,2330,16062025,0525,773
JKT,013,7613,HYD,PK-GIH,CGK,16062025,0625,16062025,1210,773
JKT,014,7514,CGK,PK-GIH,MED,16062025,0825,16062025,1810,773
JKT,014,7614,MED,PK-GIH,HYD,16062025,1950,17062025,0145,773
JKT,014,7614,HYD,PK-GIH,CGK,17062025,0245,17062025,0830,773
JKT,015,7515,CGK,PK-GIH,MED,16062025,1610,17062025,0155,773
JKT,015,7615,MED,PK-GIH,HYD,17062025,0355,17062025,0950,773
JKT,015,7615,HYD,PK-GIH,CGK,17062025,1050,17062025,1635,773
JKT,016,7516,CGK,PK-GIH,MED,17062025,0045,17062025,1030,773
JKT,016,7616,MED,PK-GIH,HYD,17062025,1230,17062025,1825,773
JKT,016,7616,HYD,PK-GIH,CGK,17062025,1925,18062025,0110,773
JKT,017,7517,CGK,PK-GIH,JED,17062025,2205,18062025,0800,773
JKT,017,7617,JED,PK-GIH,CGK,18062025,1000,18062025,2015,773
JKT,018,7518,CGK,PK-GIH,MED,18062025,0825,18062025,1810,773
JKT,018,7618,MED,PK-GIH,HYD,18062025,1950,19062025,0145,773
JKT,018,7618,HYD,PK-GIH,CGK,19062025,0245,19062025,0830,773
JKT,019,7519,CGK,PK-GIH,MED,18062025,1915,19062025,0500,773
JKT,019,7619,MED,PK-GIH,HYD,19062025,0700,19062025,1255,773
JKT,019,7619,HYD,PK-GIH,CGK,19062025,1355,19062025,1940,773
JKT,020,7520,CGK,PK-GIH,MED,19062025,0825,19062025,1810,773
JKT,020,7620,MED,PK-GIH,HYD,19062025,1950,20062025,0145,773
JKT,020,7620,HYD,PK-GIH,CGK,20062025,0245,20062025,0830,773
JKT,021,7521,CGK,PK-GIH,JED,19062025,1405,19062025,0000,773
JKT,021,7621,JED,PK-GIH,CGK,20062025,0200,20062025,1215,773
JKT,022,7522,CGK,PK-GIH,MED,20062025,1310,20062025,2255,773
JKT,022,7622,MED,PK-GIH,HYD,21062025,0055,21062025,0650,773
JKT,022,7622,HYD,PK-GIH,CGK,21062025,0750,21062025,1335,773
JKT,023,7523,CGK,PK-GIH,MED,20062025,2315,21062025,0900,773
JKT,023,7623,MED,PK-GIH,HYD,21062025,1100,21062025,1655,773
JKT,023,7623,HYD,PK-GIH,CGK,21062025,1755,21062025,2340,773
JKT,024,7524,CGK,PK-GIH,JED,21062025,2150,22062025,0745,773
JKT,024,7624,JED,PK-GIH,CGK,22062025,0945,22062025,2000,773
JKT,025,7525,CGK,PK-GIH,JED,22062025,0850,22062025,1845,773
JKT,025,7625,JED,PK-GIH,CGK,22062025,2100,23062025,0715,773
JKT,026,7526,CGK,PK-GIH,JED,23062025,0705,23062025,1700,773
JKT,026,7626,JED,PK-GIH,CGK,23062025,1900,24062025,0515,773
