embinsert,kloterinsert,flightnoinsert,originsert,registerinsert,destinsert,depdateinsert,etdinsert,arrdateinsert,etainsert,actypeinsert
SOC,001,6101,SOC,HS-XTI,KNO,21042026,1805,21042026,2100,33H
SOC,001,6101,KNO,HS-XTI,MED,21042026,2200,22042026,0700,33H
SOC,001,6201,MED,HS-XTI,SOC,22042026,0830,22042026,1910,33H
SOC,002,6102,SOC,HS-XTI,KNO,22042026,0615,22042026,0910,333
SOC,002,6102,KNO,HS-XTI,MED,22042026,1010,22042026,1900,333
SOC,002,6202,MED,HS-XTI,SOC,22042026,2030,23042026,0700,333
SOC,003,6103,SOC,HS-XTI,KNO,22042026,1100,22042026,1355,333
SOC,003,6103,KNO,HS-XTI,MED,22042026,1455,23042026,0100,333
SOC,003,6203,MED,HS-XTI,SOC,23042026,0230,23042026,1320,333
SOC,004,6104,SOC,HS-XTI,KNO,22042026,1700,22042026,1955,333
SOC,004,6104,KNO,HS-XTI,MED,22042026,2055,23042026,0700,333
SOC,004,6204,MED,HS-XTI,SOC,23042026,0830,23042026,1920,333
SOC,005,6105,SOC,HS-XTI,KNO,23042026,0210,23042026,0450,339
SOC,005,6105,KNO,HS-XTI,MED,23042026,0550,23042026,1400,339
SOC,005,6205,MED,HS-XTI,SOC,23042026,1530,24042026,0155,339
SOC,006,6106,SOC,HS-XTI,KNO,23042026,1205,23042026,1500,33H
SOC,006,6106,KNO,HS-XTI,MED,23042026,1600,24042026,0100,33H
SOC,006,6206,MED,HS-XTI,SOC,24042026,0230,24042026,1310,33H
SOC,007,6107,SOC,HS-XTI,KNO,23042026,1815,23042026,2110,333
SOC,007,6107,KNO,HS-XTI,MED,23042026,2210,24042026,0700,333
SOC,007,6207,MED,HS-XTI,SOC,24042026,0830,24042026,1900,333
SOC,008,6108,SOC,HS-XTI,KNO,24042026,0000,24042026,0255,333
SOC,008,6108,KNO,HS-XTI,MED,24042026,0355,24042026,1400,333
SOC,008,6208,MED,HS-XTI,SOC,24042026,1530,25042026,0220,333
SOC,009,6109,SOC,HS-XTI,KNO,24042026,0800,24042026,1055,333
SOC,009,6109,KNO,HS-XTI,MED,24042026,1155,24042026,2200,333
SOC,009,6209,MED,HS-XTI,SOC,24042026,2330,25042026,1020,333
SOC,010,6110,SOC,HS-XTI,KNO,24042026,1710,24042026,1950,339
SOC,010,6110,KNO,HS-XTI,MED,24042026,2050,25042026,0500,339
SOC,010,6210,MED,HS-XTI,SOC,25042026,0630,25042026,1655,339
SOC,011,6111,SOC,HS-XTI,KNO,24042026,2305,25042026,0200,33H
SOC,011,6111,KNO,HS-XTI,MED,25042026,0300,25042026,1200,33H
SOC,011,6211,MED,HS-XTI,SOC,25042026,1330,26042026,0010,33H
SOC,012,6112,SOC,HS-XTI,KNO,25042026,0830,25042026,1125,333
SOC,012,6112,KNO,HS-XTI,MED,25042026,1225,25042026,2115,333
SOC,012,6212,MED,HS-XTI,SOC,25042026,2245,26042026,0915,333
SOC,013,6113,SOC,HS-XTI,KNO,25042026,1300,25042026,1555,333
SOC,013,6113,KNO,HS-XTI,MED,25042026,1655,26042026,0300,333
SOC,013,6213,MED,HS-XTI,SOC,26042026,0430,26042026,1520,333
SOC,014,6114,SOC,HS-XTI,KNO,25042026,2000,25042026,2255,333
SOC,014,6114,KNO,HS-XTI,MED,25042026,2355,26042026,1000,333
SOC,014,6214,MED,HS-XTI,SOC,26042026,1130,26042026,2220,333
SOC,015,6115,SOC,HS-XTI,KNO,26042026,0510,26042026,0750,339
SOC,015,6115,KNO,HS-XTI,MED,26042026,0850,26042026,1700,339
SOC,015,6215,MED,HS-XTI,SOC,26042026,1830,27042026,0455,339
SOC,016,6116,SOC,HS-XTI,KNO,26042026,1805,26042026,2100,33H
SOC,016,6116,KNO,HS-XTI,MED,26042026,2200,27042026,0700,33H
SOC,016,6216,MED,HS-XTI,SOC,27042026,0830,27042026,1910,33H
SOC,017,6117,SOC,HS-XTI,KNO,27042026,0215,27042026,0510,333
SOC,017,6117,KNO,HS-XTI,MED,27042026,0610,27042026,1500,333
SOC,017,6217,MED,HS-XTI,SOC,27042026,1630,28042026,0300,333
SOC,018,6118,SOC,HS-XTI,KNO,27042026,0600,27042026,0855,333
SOC,018,6118,KNO,HS-XTI,MED,27042026,0955,27042026,2000,333
SOC,018,6218,MED,HS-XTI,SOC,27042026,2130,28042026,0820,333
SOC,019,6119,SOC,HS-XTI,KNO,27042026,1415,27042026,1710,333
SOC,019,6119,KNO,HS-XTI,MED,27042026,1810,28042026,0415,333
SOC,019,6219,MED,HS-XTI,SOC,28042026,0545,28042026,1635,333
SOC,020,6120,SOC,HS-XTI,KNO,28042026,0010,28042026,0250,339
SOC,020,6120,KNO,HS-XTI,MED,28042026,0350,28042026,1200,339
SOC,020,6220,MED,HS-XTI,SOC,28042026,1330,28042026,2355,339
SOC,021,6121,SOC,HS-XTI,KNO,28042026,0220,28042026,0515,33H
SOC,021,6121,KNO,HS-XTI,MED,28042026,0615,28042026,1515,33H
SOC,021,6221,MED,HS-XTI,SOC,28042026,1645,29042026,0325,33H
SOC,022,6122,SOC,HS-XTI,KNO,28042026,1430,28042026,1725,333
SOC,022,6122,KNO,HS-XTI,MED,28042026,1825,29042026,0315,333
SOC,022,6222,MED,HS-XTI,SOC,29042026,0445,29042026,1515,333
SOC,023,6123,SOC,HS-XTI,KNO,29042026,0100,29042026,0355,333
SOC,023,6123,KNO,HS-XTI,MED,29042026,0455,29042026,1500,333
SOC,023,6223,MED,HS-XTI,SOC,29042026,1630,30042026,0320,333
SOC,024,6124,SOC,HS-XTI,KNO,29042026,1230,29042026,1525,333
SOC,024,6124,KNO,HS-XTI,MED,29042026,1625,30042026,0230,333
SOC,024,6224,MED,HS-XTI,SOC,30042026,0400,30042026,1450,333
SOC,025,6125,SOC,HS-XTI,KNO,29042026,2010,29042026,2250,339
SOC,025,6125,KNO,HS-XTI,MED,29042026,2350,30042026,0800,339
SOC,025,6225,MED,HS-XTI,SOC,30042026,0930,30042026,1955,339
SOC,026,6126,SOC,HS-XTI,KNO,30042026,0105,30042026,0400,33H
SOC,026,6126,KNO,HS-XTI,MED,30042026,0500,30042026,1400,33H
SOC,026,6226,MED,HS-XTI,SOC,30042026,1530,01052026,0210,33H
SOC,027,6127,SOC,HS-XTI,KNO,30042026,1745,30042026,2040,333
SOC,027,6127,KNO,HS-XTI,MED,30042026,2140,01052026,0630,333
SOC,027,6227,MED,HS-XTI,SOC,01052026,0800,01052026,1830,333
SOC,028,6128,SOC,HS-XTI,KNO,30042026,1930,30042026,2225,333
SOC,028,6128,KNO,HS-XTI,MED,30042026,2325,01052026,0930,333
SOC,028,6228,MED,HS-XTI,SOC,01052026,1100,01052026,2150,333
SOC,029,6129,SOC,HS-XTI,KNO,01052026,1100,01052026,1355,333
SOC,029,6129,KNO,HS-XTI,MED,01052026,1455,02052026,0100,333
SOC,029,6229,MED,HS-XTI,SOC,02052026,0230,02052026,1320,333
SOC,030,6130,SOC,HS-XTI,KNO,01052026,1810,01052026,2050,339
SOC,030,6130,KNO,HS-XTI,MED,01052026,2150,02052026,0600,339
